ORDEN,Nombre de la empresa extranjera,Empresa,Nombre limpio viejo,Nombre del agente/representante cubano, , .1,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI,Objetos
1910.0,"KONIXBERT HI-TECH, S.A.","KONIXBERT HI-TECH, S.A.","KONIXBERT HI-TECH, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2013-09-09 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,293 de 2013,2013-09-17 00:00:00,GOC-2013-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2013.pdf,https://drive.google.com/file/d/114Eaw1tU3uYZdXjggJ357uRab7LePg3L/view?usp=sharing,"['28', '29', '38', '39', '48', '51', '70', '84', '85', '90']"
2610.0,"KONIXBERT HI-TECH, S.A.","KONIXBERT HI-TECH, S.A.","KONIXBERT HI-TECH, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-09-08 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,381 de 2010,2010-10-04 00:00:00,GOC-2010-O-43,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_043_2010.pdf,https://drive.google.com/file/d/1Mc9aA_eqypmxbNfLj2bvNd3Lxw2SD0Cp/view?usp=sharing,"['28', '29', '38', '39', '48', '51', '70', '84', '85', '90']"
1913.0,FACIMPEX DOMINICANA S.R.L.,"FACIMPEX DOMINICANA, S.R.L.",FACIMPEX DOMINICANA S.R.L.,,,,Compañía,Respuesta a solicitud de inscripción,,República Dominicana,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2013-09-09 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,296 de 2013,2013-09-17 00:00:00,GOC-2013-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2013.pdf,https://drive.google.com/file/d/114Eaw1tU3uYZdXjggJ357uRab7LePg3L/view?usp=sharing,
1915.0,BEIJING GREAT DRAGON INFORMATION TECHNOLOGY INTERNATIONAL CO. LTD.,"BEIJING GREAT DRAGON INFORMATION TECHNOLOGY INTERNATIONAL CO., LTD.",BEIJING GREAT DRAGON INFORMATION TECHNOLOGY INTERNATIONAL CO. LTD.,,,,Compañía,Respuesta a solicitud de inscripción,,China,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2013-09-10 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,298 de 2013,2013-09-17 00:00:00,GOC-2013-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2013.pdf,https://drive.google.com/file/d/114Eaw1tU3uYZdXjggJ357uRab7LePg3L/view?usp=sharing,
1920.0,ASNAVAR S.L.,"ASNAVAR, S.L.",ASNAVAR S.L.,,,,Compañía,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Cancelación definitiva,"En el proceso de análisis de la solicitud formulada se ha concluido desestimar la misma, toda vez que la compañía no ha cumplido con el nivel de negocios promedio anual, exigido en la Resolución No 550, de fecha 13 de noviembre del 2001, que aprobó el ""Procedimiento para la tramitación de expedientes por el Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras"", por lo que de conformidad con lo dispuesto en el Artículo 22 del mencionado Decreto No 206, procede disponer la cancelación de la Licencia otorgada a favor de ésta.",2013-09-13 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,304 de 2013,2013-10-11 00:00:00,GOC-2013-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_050_2013.pdf,https://drive.google.com/file/d/1UXTKVt2UQKiG4HXm8-5zoFjqFV1hISQW/view?usp=sharing,
2622.0,ASNAVAR S.L.,"ASNAVAR, S.L.",ASNAVAR S.L.,,,,Sucursal de firma,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-10-06 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,424 de 2010,2010-11-12 00:00:00,GOC-2010-O-47,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_047_2010.pdf,https://drive.google.com/file/d/18qMBpQw1jv-EUloWHpAN-ftOhEY391SR/view?usp=sharing,
1922.0,"PROMED, S.L.","PROMED, S.L.","PROMED, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2013-09-13 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,317 de 2013,2013-10-11 00:00:00,GOC-2013-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_050_2013.pdf,https://drive.google.com/file/d/1UXTKVt2UQKiG4HXm8-5zoFjqFV1hISQW/view?usp=sharing,"['29', '30', '33', '34', '35', '37', '38', '39', '40', '45', '48', '49', '52', '54', '56', '59', '61', '62', '63', '64', '69', '70', '73', '84', '85', '87', '90', '94']"
1937.0,"AGROMASHINVEST, S.R.L.","AGROMASHINVEST, S.R.L.","AGROMASHINVEST, S.R.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Ucrania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-10-02 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,342 de 2013,2013-10-14 00:00:00,GOC-2013-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_051_2013.pdf,https://drive.google.com/file/d/17c-6Q1uI_PCGdHcdRoq3G5CmOXVN2d8T/view?usp=sharing,"['86', '87']"
2613.0,"AGROMASHINVEST, S.R.L.","AGROMASHINVEST, S.R.L.","AGROMASHINVEST, S.R.L.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Ucrania,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-09-22 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,393 de 2010,2010-10-19 00:00:00,GOC-2010-O-44,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_044_2010.pdf,https://drive.google.com/file/d/1GJ7Ms5aL3jFLrw99OAkh5za7yueWN-Co/view?usp=sharing,"['86', '87']"
1969.0,SYNGENTA IBEROAMERICANA AG.,"SYNGENTA IBEROAMERICANA, A.G.",SYNGENTA IBEROAMERICANA AG.,,,,Compañía,Respuesta a solicitud de inscripción,,Suiza,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-11-08 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,402 de 2013,2013-11-27 00:00:00,GOC-2013-O-60,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_060_2013.pdf,https://drive.google.com/file/d/10lZMWtIq3xjbfcfsKvSrFbrJKZu710Xc/view?usp=sharing,
1980.0,"EUPINCA, S.A.","EUPINCA, S.A.","EUPINCA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,2013-11-25 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,513 de 2013,2013-12-24 00:00:00,GOC-2013-O-66,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_066_2013.pdf,https://drive.google.com/file/d/1btmdZ9ztkB1Gy3RxMveNzGiAC_FPsikn/view?usp=sharing,"['32', '38', '84', '96']"
1983.0,"CHANDRU INTERNATIONAL EXPORTS, S.L.","CHANDRU INTERNATIONAL EXPORTS, S.L.","CHANDRU INTERNATIONAL EXPORTS, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-12-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,619 de 2013,2013-12-24 00:00:00,GOC-2013-O-66,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_066_2013.pdf,https://drive.google.com/file/d/1btmdZ9ztkB1Gy3RxMveNzGiAC_FPsikn/view?usp=sharing,"['37', '39', '40', '44', '48', '66', '69', '76', '82', '83', '84', '85', '90', '91', '94', '95', '96']"
1985.0,CHINA NATIONAL COMPLETE PLANT IMPORT AND EXPORT CORPORATION LIMITED,CHINA NATIONAL COMPLETE PLANT IMPORT AND EXPORT CORPORATION LIMITED,CHINA NATIONAL COMPLETE PLANT IMPORT AND EXPORT CORPORATION LIMITED,,,,Compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-12-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,621 de 2013,2013-12-24 00:00:00,GOC-2013-O-66,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_066_2013.pdf,https://drive.google.com/file/d/1btmdZ9ztkB1Gy3RxMveNzGiAC_FPsikn/view?usp=sharing,"['29', '32', '34', '39', '40', '44', '48', '52', '55', '59', '62', '63', '64', '70', '73', '74', '76', '78', '80', '82', '83', '84', '85', '90', '94', '96']"
1994.0,"PINTURAS DOAL, S.A. DE C.V.","PINTURAS DOAL, S.A. DE C.V.","PINTURAS DOAL, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-12-13 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,631 de 2013,2013-12-30 00:00:00,GOC-2013-O-67,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_067_2013.pdf,https://drive.google.com/file/d/1F5V5s6sWjMjA_LCUHIcove_8Ci3EsLy_/view?usp=sharing,"['13', '15', '25', '27', '29', '28', '32', '34', '35', '38', '39', '40', '42', '44', '48', '54', '64', '68', '70', '73', '76', '81', '82', '84', '85', '94', '96']"
2015.0,"INEKON POWER, S.A.","INEKON POWER, S.A.","INEKON POWER, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,República Checa,,,,,,Renovación,Cancelación definitiva,"La Encargada del Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, ha elevado a la consideración del que resuelve el expediente incoado en virtud de la solicitud de renovación de licencia presentada por la compañía checa INEKON POWER, S.A., y del análisis efectuado se ha considerado no acceder a la solicitud formulada por haberse modificado las condiciones e intereses que justificaron la autorización de la inscripción.",2012-02-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,54 de 2012,2012-03-14 00:00:00,GOC-2012-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_006_2012.pdf,https://drive.google.com/file/d/11ANJ5I_V_56dzglwiRUD4HkFT9Ot0P7U/view?usp=sharing,
2017.0,"VIBAS IMPORT- EXPORT S.A.,","VIBAS IMPORT-EXPORT, S.A.","VIBAS IMPORT- EXPORT S.A.,",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,,,,Renovación,Cancelación definitiva,"Han ocurrido hechos y circunstancias en el actuar de la compañía panameña VIBAS IMPORT- EXPORT S.A., que determinaron la modificación de las causas que motivaron el establecimiento de su sucursal en Cuba, por lo que resulta procedente disponer la cancelación definitiva de la Licencia emitida a favor de la citada entidad a tenor del artículo 28 del Decreto No 206 mencionado en el POR CUANTO anterior.",2012-02-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,23 de 2012,2012-03-15 00:00:00,GOC-2012-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_007_2012.pdf,https://drive.google.com/file/d/1b3fPMhvTwoxOIC14a9dKeToBYpgOU8ph/view?usp=sharing,
2505.0,"VIBAS IMPORT-EXPORT, S.A.","VIBAS IMPORT-EXPORT, S.A.","VIBAS IMPORT-EXPORT, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-03-03 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,118 de 2010,2010-04-13 00:00:00,GOC-2010-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2010.pdf,https://drive.google.com/file/d/1T_hr160vJAIDcK6s1ZhTp87SvZCst1gL/view?usp=sharing,
2018.0,"ANTILLANA DE EXPORT OFFICE ESPAÑA, S.L.","REPRESENTACIONES PLATINO, S.A. / ANTILLANA DE EXPORT OFFICE ESPAÑA, S.L.","REPRESENTACIONES PLATINO, S.A. / ANTILLANA DE EXPORT OFFICE ESPAÑA, S.L.","REPRESENTACIONES PLATINO, S.A.",,,Agente - Compañía,Respuesta a solicitud de inscripción,Cuba,España,,,Sí,Renovación de la Licencia estará autorizada a la realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-02-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,27 de 2012,2012-03-15 00:00:00,GOC-2012-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_007_2012.pdf,https://drive.google.com/file/d/1b3fPMhvTwoxOIC14a9dKeToBYpgOU8ph/view?usp=sharing,"['14', '15', '25', '26', '27', '28', '29', '32', '35', '37', '38', '39', '40', '41', '42', '44', '45', '46', '47', '48', '52', '53', '54', '55', '64']"
2020.0,"BACOU INTERSAFE INTERNATIONAL, B.V.","BACOU INTERSAFE INTERNATIONAL, B.V.","BACOU INTERSAFE INTERNATIONAL, B.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Holanda,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-02-06 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,29 de 2012,2012-03-15 00:00:00,GOC-2012-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_007_2012.pdf,https://drive.google.com/file/d/1b3fPMhvTwoxOIC14a9dKeToBYpgOU8ph/view?usp=sharing,"['2', '3', '4', '5', '7', '8', '9', '10', '11', '12', '15', '16', '17', '18', '19', '20', '21', '22', '23', '25', '28', '30', '33', '34', '38', '39', '40', '42', '43', '44', '46', '48', '52', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '95', '96']"
2028.0,"SAINT REMY TRADING, S.A.","SAINT REMY TRADING, S.A.","SAINT REMY TRADING, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Francia,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-02-17 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,42 de 2012,2012-03-15 00:00:00,GOC-2012-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_007_2012.pdf,https://drive.google.com/file/d/1b3fPMhvTwoxOIC14a9dKeToBYpgOU8ph/view?usp=sharing,"['2', '4', '7', '10', '11', '15', '16', '17', '18', '19', '21', '33', '52', '61', '62', '63', '73', '76', '84', '85', '89', '90', '93', '95']"
2032.0,"EL ESTABLO, S.R.L.","EL ESTABLO, S.R.L.","EL ESTABLO, S.R.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Argentina,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-02-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,50 de 2012,2012-03-19 00:00:00,GOC-2012-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2012.pdf,https://drive.google.com/file/d/1tEahdsYXUQGPRl6L3RzuNfnD__B8BXcB/view?usp=sharing,"['29', '32', '34', '35', '38', '39', '40', '41', '42', '61', '62', '63', '64', '68', '70', '73', '82', '83', '84', '85', '87', '90', '94']"
2033.0,QUALITY COURIERS INTERNATIONAL A.V.V.,"QUALITY COURIERS INTERNATIONAL, A.V.V.",QUALITY COURIERS INTERNATIONAL A.V.V.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Aruba,,,,,,Renovación,Cancelación definitiva,"Han variado las condiciones e intereses que justificaron la autorización de inscripción en el Registro de la Sucursal de la compañía de Aruba QUALITY COURIERS INTERNATIONAL A.V.V., por lo que resulta procedente disponer la cancelación definitiva de la Licencia emitida a favor de la citada entidad.",2012-02-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,52 de 2012,2012-03-19 00:00:00,GOC-2012-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2012.pdf,https://drive.google.com/file/d/1tEahdsYXUQGPRl6L3RzuNfnD__B8BXcB/view?usp=sharing,
2444.0,QUALITY COURIERS INTERNA TIONAL A.V .V .,"QUALITY COURIERS INTERNATIONAL, A.V.V.",QUALITY COURIERS INTERNA TIONAL A.V .V .,,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Aruba,,,Sí,Coordinar las actividades de la compañía con las empresas cubanas autorizadas.,No,Renovación,Aprobado,N.A.,2009-12-09 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,368 de 2009,2010-01-26 00:00:00,GOC-2010-O-2,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_002_2010.pdf,https://drive.google.com/file/d/1jAAbuDSo2WQdwzLY_cKc3wnerZcGGPp-/view?usp=sharing,
2034.0,AIRFRANCE - KLM,AIRFRANCE - KLM,AIRFRANCE - KLM,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Francia,,,Sí,Realización de actividades comerciales relacionadas con la transportación aérea de pasajeros y cargas.,No,Inscripción,Aprobado,N.A.,2012-02-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,53 de 2012,2012-03-19 00:00:00,GOC-2012-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2012.pdf,https://drive.google.com/file/d/1tEahdsYXUQGPRl6L3RzuNfnD__B8BXcB/view?usp=sharing,
2035.0,"COMERCIAL DE TRIPAS Y ADITIVOS, S.L.","COMERCIAL DE TRIPAS Y ADITIVOS, S.L.","COMERCIAL DE TRIPAS Y ADITIVOS, S.L.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Cancelación definitiva,"La Encargada del Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, ha elevado a la consideración del que resuelve el expediente incoado en virtud de la solicitud de renovación de Licencia presentada por la compañía española COMERCIAL DE TRIPAS Y ADITIVOS, S.L., y del análisis efectuado se ha considerado no acceder a la solicitud formulada por haberse modificado las condiciones e intereses que justificaron la autorización de la inscripción.",2012-03-05 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,62 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,
2037.0,MARCARIBE INTERNACIONAL TURISMO LTD.,MARCARIBE INTERNACIONAL TURISMO LTD.,MARCARIBE INTERNACIONAL TURISMO LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Portugal,,,Sí,"Realización de actividades comerciales consistentes en garantizar la promoción y explotación de hoteles y apartamentos turísticos que administre o tenga participación en Cuba, controlar la calidad y eficiencia de los procesos inversionistas asociados al turismo en que está involucrada junto a entidades cubanas en diferentes formas de financiamiento o participación, sean estas de construcción, remodelación o reparación y garantizar el aprovisionamiento adecuado de las instalaciones.",No,Renovación,Aprobado,N.A.,2012-03-07 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,64 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,
2047.0,CENTRE DU CAMION GAMACHE INC.,CENTRE DU CAMION GAMACHE INC.,CENTRE DU CAMION GAMACHE INC.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2012-03-20 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,82 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,"['40', '82', '84', '85', '87', '94']"
2048.0,REAL CONTROLS S.R.L.,"REAL CONTROLS, S.R.L.",REAL CONTROLS S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,República Checa,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,2012-03-21 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,86 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,
2049.0,"TIANJIN DONGXINGLITIAN TRADING CO., LTD.","TIANJIN DONGXINGLITIAN TRADING CO., LTD.","TIANJIN DONGXINGLITIAN TRADING CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,2012-03-21 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,87 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,"['22', '32', '38', '39', '40', '49', '66', '68', '72', '73', '81', '82', '83', '84', '85', '87', '94', '95']"
2051.0,AGENCIA MARÍTIMA PÉREZ S.A.,"AGENCIA MARÍTIMA PÉREZ, S.A.",AGENCIA MARÍTIMA PÉREZ S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Actuar como agente protector de buques de navieras extranjeras que visitan nuestros puertos, efectuar gestiones de captación de cargas para los servicios que presnetan las compañías maritimas para las que actúa como agente protector, así como coordinar y supervisar el movimiento de cargas a receptores y embarcadores en Cuba, que utilizan los servicios de dichas compañías marítimas.",Sí,Renovación,Aprobado,N.A.,2012-03-29 00:00:00,Antonio Luis Carricarte Corona,Viceministro Primero MINCEX,N.A.,89 de 2012,2012-05-02 00:00:00,GOC-2012-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2012.pdf,https://drive.google.com/file/d/1nJ8cXpDhz9_HM-cjbJHZBLLepEhRbjZH/view?usp=sharing,
2052.0,CORAL CAPITAL CORP.,CORAL CAPITAL CORP.,CORAL CAPITAL CORP.,,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,,,,Renovación,Cancelación definitiva,"La Encargada del Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, ha elevado a la consideración del que resuelve el expediente incoado en virtud de la solicitud de renovación de Licencia presnetada por la compañía panameña CORAL CAPITAL CORP., y del análisis efectuado se ha considerado no acceder a la solicitud formulada por haberse modificado las condiciones e intereses que justificaron la autorización de la inscripción.",2012-03-30 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,93 de 2012,2012-05-02 00:00:00,GOC-2012-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2012.pdf,https://drive.google.com/file/d/1nJ8cXpDhz9_HM-cjbJHZBLLepEhRbjZH/view?usp=sharing,
2064.0,LOHRMANN INTERNATIONAL GMBH,LOHRMANN INTERNATIONAL GMBH,LOHRMANN INTERNATIONAL GMBH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2012-04-16 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,111 de 2012,2012-05-28 00:00:00,GOC-2012-O-17,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_017_2012.pdf,https://drive.google.com/file/d/1fjUdXZwtnU7y2t0C89SeSBDyAqIQqd9t/view?usp=sharing,"['84', '85']"
2079.0,"OCCIDENTAL HOTELES MANAGEMENT, S.L.","OCCIDENTAL HOTELES MANAGEMENT, S.L.","OCCIDENTAL HOTELES MANAGEMENT, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades inherentes a la gerencia o administración de hoteles.,No,Renovación,Aprobado,N.A.,2012-05-18 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,142 de 2012,2012-06-21 00:00:00,GOC-2012-O-20,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_020_2012.pdf,https://drive.google.com/file/d/1Dt98-qS-JsxCENNvCitMFGiUlrpoQ9Q8/view?usp=sharing,
