ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
1393,"SUNRISE AIRWAYS, S.A.","SUNRISE AIRWAYS, S.A.","SUNRISE AIRWAYS, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Haití,,,Sí,"Transporte aéreo de pasajeros, carga y mensajería, así como la venta de boletos aéreos.",No,Inscripción,Aprobado,N.A.,13/4/2022,Rodrigo Malmierca Díaz,Ministro,GOC-2022-506-O41,150/2022,22/4/2022,GOC-2022-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o41.pdf,https://drive.google.com/file/d/11nHSan3dDDHmK-x0fZFnzRLNTolgKzsT/view?usp=sharing
484,"SUNSET GROUP INTERNATIONAL, S.A.","SUNSET GROUP INTENATIONAL, S.A.","SUNSET GROUP INTERNATIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,30/7/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-762-O64,198 de 2019,2/9/2019,GOC-2019-O-64,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o64.pdf,https://drive.google.com/file/d/1OtSyKhzLm2b8077XQOGHpSbZvL4K0UzC/view?usp=sharing
1265,"SUNSET GROUP INTERNATIONAL, S.A.","SUNSET GROUP INTENATIONAL, S.A.","SUNSET GROUP INTERNATIONAL, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,13/7/2016,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2016-733-O37,176 de 2016,25/8/2016,GOC-2016-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o37.pdf,https://drive.google.com/file/d/1b-FNW4NYC39Udt4rJD0k0V0x-KB2vX4d/view?usp=sharing
1870,"SUNSET GROUP INTENATIONAL, S.A.","SUNSET GROUP INTENATIONAL, S.A.","SUNSET GROUP INTENATIONAL, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,17/6/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,202 de 2013,9/7/2013,GOC-2013-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_034_2013.pdf,https://drive.google.com/file/d/1xAvNM7UUiZxik8Kpd6JMfZPBrT3_MIiS/view?usp=sharing
2590,"SUNSET GROUP INTERNATIONAL, S.A.","SUNSET GROUP INTENATIONAL, S.A.","SUNSET GROUP INTERNATIONAL, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,30/7/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,342 de 2010,30/8/2010,GOC-2010-O-35,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_035_2010.pdf,https://drive.google.com/file/d/1kMyTStqq7YLwLlsArMY-djSpq_seh1g6/view?usp=sharing
299,SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD,"SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO., LTD.",SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,24/7/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-532-O58,310 de 2020,13/8/2020,GOC-2020-O-58,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o58.pdf,https://drive.google.com/file/d/1XI0f21JzRJrY0xPwLY_L_Fj5bcNAoU9b/view?usp=sharing
1057,SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD.,"SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO., LTD.",SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,19/4/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-529-O25,123 de 2017,6/9/2017,GOC-2017-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o25.pdf,https://drive.google.com/file/d/1C6KB5TcVmre1jI0U2XehnIVihQ-pZa2r/view?usp=sharing
1654,SUNTIME INTERNATIONAL TECHNOECONOMIC COOPERATION (GROUP) CO. LTD.,"SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO., LTD.",SUNTIME INTERNATIONAL TECHNOECONOMIC COOPERATION (GROUP) CO. LTD.,,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,18/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,130 DE 2014,22/5/2014,GOC-2014-O-22,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_22_2014.pdf,https://drive.google.com/file/d/15Hl9FQlVclVrPFffJ02uhGasfAmntWtU/view?usp=sharing
2266,SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD.,"SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO., LTD.",SUNTIME INTERNATIONAL TECHNO-ECONOMIC COOPERATION (GROUP) CO. LTD.,,,,Sucursal de sociedad,Respuesta a solicitud de inscripción,,China,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,4/3/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,97 de 2011,5/4/2011,GOC-2011-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_006_2011.pdf,https://drive.google.com/file/d/1fPrZCPmZFm9z9aLLpuUaA8gFuijTUMT4/view?usp=sharing
2138,"SUPER RIFLE, S.P.A.","SUPER RIFLE, S.P.A.","SUPER RIFLE, S.P.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,17/9/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,265 de 2012,3/10/2012,GOC-2012-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_042_2012.pdf,https://drive.google.com/file/d/17470sGnR_153epHrOrdpbaXjlU8EotuB/view?usp=sharing
466,"SUPERMAX PERSONAL CARE IBERICA, S.A.","SUPERMAX PERSONAL CARE IBERICA, S.A.","SUPERMAX PERSONAL CARE IBERICA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución; además, atender, supervisar y coordinar los negocios de la compañía mexicana BAJA SAFETY RAZORS, S.A., con Cuba, que pertenece al grupo SUPERMAX.",Sí,Renovación,Aprobado,N.A.,2/7/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-643-O54,171 de 2019,24/7/2019,GOC-2019-O-54,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o54_0.pdf,https://drive.google.com/file/d/18RYvb-AOfh6Ie0gHGPsgPa1SZswx9oyr/view?usp=sharing
1614,"SUPERMAX PERSONAL CARE IBERICA, S.A.","SUPERMAX PERSONAL CARE IBERICA, S.A.","SUPERMAX PERSONAL CARE IBERICA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,5/3/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,62 de 2014,2/4/2014,GOC-2014-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2014.pdf,https://drive.google.com/file/d/16_9yBB8MXvypMnwC4hpStN4nKD6vHJ5L/view?usp=sharing
331,SUPLAY INC.,SUPLAY INC.,SUPLAY INC.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/11/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-750-O82,384 de 2020,23/11/2020,GOC-2020-O-82,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o82.pdf,https://drive.google.com/file/d/1rDck_EzJ9JqFt_maqoezu-ldjkSsLoSB/view?usp=sharing
620,SUPLAY INC.,SUPLAY INC.,SUPLAY INC.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,26/9/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-72-O4,259/2017,26/2/2018,GOC-2018-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o4_0.rar,https://drive.google.com/file/d/10Ad4Y924B-0Fg0xbff8541TjokXJ-lA2/view?usp=sharing
2129,SUPLAY INC.,SUPLAY INC.,SUPLAY INC.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,29/8/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,235 de 2012,10/9/2012,GOC-2012-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_037_2012.pdf,https://drive.google.com/file/d/145DvIZ1PZGQH-NeEeVDZyANPQPs16yAX/view?usp=sharing
646,SUPLEXTRADE COMERCIO EXTERIOR LTDA,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,SUPLEXTRADE COMERCIO EXTERIOR LTDA,,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,"Comercialización de maquinaria industrial, sus partes y piezas, productos derivados de la industria ligera, productos químicos, útiles del hogar y hotelería, vehículos terrestres, sus partes y piezas, alimentos y sus derivados, equipos de taller y sus herramientas, produc- tos cerámicos, maderas y sus manufacturas incluyendo postes, manufacturas diversas, productos de ferretería y materiales de la construcción; además se adjunta, en el Anexo Único que forma parte integrante de la presente Resolución, la nomenclatura de mercancías autorizadas a los efectos de la aprobación por la autoridad competente del régimen aduanal correspondiente.",Sí,Inscripción,Aprobado,N.A.,15/3/2022,Rodrigo Malmierca Díaz,Ministro,GOC-2022-294-O33,119/2022,22/3/2022,GOC-2022-O-33,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o33.pdf,https://drive.google.com/file/d/1IvLKbIuM7KLnGOgUeDIWHn-snWBwvRP0/view?usp=sharing
787,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/4/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-707-O34,135/2018,21/11/2018,GOC-2018-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o34.pdf,https://drive.google.com/file/d/104QV3l9OBizgw8IW_G9gZfhbQQF5XqvL/view?usp=sharing
1809,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,SUPLEXTRADE COMERCIO EXTERIOR LTDA.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Inscripción,Aprobado,N.A.,21/3/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,99 de 2013,15/4/2013,GOC-2013-O-20,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_020_2013.pdf,https://drive.google.com/file/d/1fiKGfA5-xkWvLOCFRxnphj9gqzZT7YFI/view?usp=sharing
2313,"SUPPLY IN BOND, S.A.","SUPPLY IN BOND, S.A.","SUPPLY IN BOND, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,12/5/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,202 de 2011,7/6/2011,GOC-2011-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_016_2011.pdf,https://drive.google.com/file/d/1anW66I2RkPL8DEBo-LL3pdFZJNUyjr0i/view?usp=sharing
70,"SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,17/3/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-288-O31,58/2021,23/3/2021,GOC-2021-O-31,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o31.pdf,https://drive.google.com/file/d/1tU3tsfigKHRUPkRd_h6GbOMvuwUCCew7/view?usp=sharing
783,"SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,20/4/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-703-O34,130/2018,21/11/2018,GOC-2018-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o34.pdf,https://drive.google.com/file/d/104QV3l9OBizgw8IW_G9gZfhbQQF5XqvL/view?usp=sharing
1365,"SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,7/1/2015,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,6 de 2015,17/2/2015,GOC-2015-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_7_2015.pdf,https://drive.google.com/file/d/1VB0SH7B7xhOYg8rbjtc1GBBZymqNPNpz/view?usp=sharing
2007,"SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.","SUR CONTINENTE, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,13/1/2012,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,11 de 2012,10/2/2012,GOC-2012-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_003_2012.pdf,https://drive.google.com/file/d/1fL27K9nwUU3QMuaHmQJ6AQ0TBXmAIJEA/view?usp=sharing
664,SUSANVILLE HOLDING CORP.,SUSANVILLE HOLDING CORP.,SUSANVILLE HOLDING CORP.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el documento Anexo, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,26/10/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-176-O12,297/2017,13/4/2018,GOC-2018-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o12_0.rar,https://drive.google.com/file/d/1str43LYadeU5hgMg4cn94958G6qBmkn3/view?usp=sharing
2643,SUSANVILLE HOLDING CORP.,SUSANVILLE HOLDING CORP.,,,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Comercialización de autos y piezas de la marca HYUNDAI y BAJAJ; de efectos electrodomésticos y electrónicos, lubricantes y baterías.",No,Inscripción,Aprobado,N.A.,13/6/2022,Rodrigo Malmierca Díaz,Ministros,GOC-2022-679-O64,234/2022,22/6/2022,GOC-2022-O-64,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o64_0.pdf,https://drive.google.com/file/d/1dS9Bulia5NmIY6BEmowi5v4__hTxIQ8A/view?usp=sharing
29,"SUSTAINABLE AGRO SOLUTIONS, S.A.","SUSTAINABLE AGRO SOLUTIONS, S.A.","SUSTAINABLE AGRO SOLUTIONS, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comer- ciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,22/12/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-104-O6,429/2020,18/1/2021,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing
1969,SYNGENTA IBEROAMERICANA AG.,"SYNGENTA IBEROAMERICANA, A.G.",SYNGENTA IBEROAMERICANA AG.,,,,Compañía,Respuesta a solicitud de inscripción,,Suiza,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,8/11/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,402 de 2013,27/11/2013,GOC-2013-O-60,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_060_2013.pdf,https://drive.google.com/file/d/10lZMWtIq3xjbfcfsKvSrFbrJKZu710Xc/view?usp=sharing
569,"SYNGENTA IBEROAMERICANA, S.A.","SYNGENTA IBEROAMERICANA, S.A.","SYNGENTA IBEROAMERICANA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Suiza,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/12/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1106-O101,326 de 2019,23/12/2019,GOC-2019-O-101,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o101.pdf,https://drive.google.com/file/d/1Atcyu_POrUxIIfzhqt0euq_XVHqpYlH4/view?usp=sharing
936,"SYNGENTA IBEROAMERICANA, S.A.","SYNGENTA IBEROAMERICANA, S.A.","SYNGENTA IBEROAMERICANA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Suiza,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/11/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-43-O1,331/2016,30/1/2017,GOC-2017-O-1,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o1.pdf,https://drive.google.com/file/d/1uIoq-9v7dSacGQYMVY2bm5hv9kaLD_p8/view?usp=sharing
533,"T.J.P. INTERNACIONAL, S.A.","T.J.P. INTERNACIONAL, S.A.","T.J.P. INTERNACIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,18/10/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-959-O83,293 de 2019,18/10/2019,GOC-2019-O-83,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o83.pdf,https://drive.google.com/file/d/1QvRUsEzeH6SALOXcmuVjHWVnR6O-WzgM/view?usp=sharing
937,"T.J.P. INTERNACIONAL, S.A.","T.J.P. INTERNACIONAL, S.A.","T.J.P. INTERNACIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/11/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-80-O3,332/2016,2/2/2017,GOC-2017-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o3.pdf,https://drive.google.com/file/d/1bMfzAMe0JiOoFpwGU5DR1T9zmrYjZs5j/view?usp=sharing
1956,T.J.P. INTERNACIONAL S.A.,"T.J.P. INTERNACIONAL, S.A.",T.J.P. INTERNACIONAL S.A.,,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,21/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,363 de 2013,11/11/2013,GOC-2013-O-56,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_056_2013.pdf,https://drive.google.com/file/d/1XFsG4Onq8diL871aEXWQV3dthaGD0XXv/view?usp=sharing
412,"TABACALERA, S.L.U.","TABACALERA, S.L.U.","TABACALERA, S.L.U.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades de supervisión y apoyo logístico a la actividad de su casa matriz en el negocio conjunto que desarrolla con la Corporación HABANOS, S.A.",No,Renovación,Aprobado,N.A.,26/3/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-397-O26,85 DE 2019,5/4/2019,GOC-2019-O-26,,https://drive.google.com/file/d/1StKfReZWaQzckDHdVY5FoD_LtRtG9IDj/view?usp=sharing
1643,"TABACALERA, S.L.U.","TABACALERA, S.L.U.","TABACALERA, S.L.U.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades de supervisión y apoyo logístico a la actividad de su casa matriz en el negocio conjunto que desarrolla con la Corporación HABANOS, S.A.",No,Inscripción,Aprobado,N.A.,7/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,109 DE 2014,7/5/2014,GOC-2014-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_18_2014.pdf,https://drive.google.com/file/d/1xrx5Wy-aHXVs3jX4P3FSW1__VZ_7GUxp/view?usp=sharing
2209,"TABACALERA, S.L.U.","TABACALERA, S.L.U.","TABACALERA, S.L.U.",,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Supervisión y apoyo logístico a la actividad de su casa matriz en el negocio conjunto que desarrolla con la Corporación Habanos, S.A. e International Cuban Tabaco, S.A. (ICT SA).",No,Inscripción,Aprobado,N.A.,11/5/2022,Rodrigo Malmierca Díaz,Ministro,GOC-2022-596-O51,196/2022,19/5/2022,GOC-2022-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o51.pdf,https://drive.google.com/file/d/14v7BZuhyMeBIsU7uHeDtqn_CM8dahmmW/view?usp=sharing
496,TAICHI HOLDINGS LIMITED,TAICHI HOLDINGS LIMITED,TAICHI HOLDINGS LIMITED,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,21/8/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-790-O68,220 de 2019,12/9/2019,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing
1308,TAICHI HOLDINGS LIMITED,TAICHI HOLDINGS LIMITED,TAICHI HOLDINGS LIMITED,,,,Compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,21/9/2016,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-886-O46,260/2016,3/11/2016,GOC-2016-O-46,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o46.pdf,https://drive.google.com/file/d/1u7SfM0OklDreyLTUw6sb4bc3zD4bgUUr/view?usp=sharing
1932,TAICHI HOLDINGS LIMITED.,TAICHI HOLDINGS LIMITED,TAICHI HOLDINGS LIMITED.,,,,Compañía,Respuesta a solicitud de inscripción,,Japón,,,Sí,ealización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,337 de 2013,14/10/2013,GOC-2013-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_051_2013.pdf,https://drive.google.com/file/d/17c-6Q1uI_PCGdHcdRoq3G5CmOXVN2d8T/view?usp=sharing
